,id,name,url,length,description,directions,city,region,country,lat,lon,difficulty,features,rating,thumbnail 
1,274381,Moccasin Island Trail,https://www.singletracks.com/bike-trails/moccasin-island-trail/,13.0,"All double track. The terrain varies between sand, soft grass, soft pack, mud, and hard pack. This is not a technically challenging trail, but a good way to get some miles in. This is a hiking/hunting/bike/running trail. Expect to see a lot of people, cows, and wildlife.",Trailhead is at the northernmost end of Wickham Road.,Viera,Florida,United States,28.23007,-80.81112,Easiest,,3.67,https://images.singletracks.com/blog/wp-content/uploads/2020/05/mobile-1590325627-orig-1.jpg
2,274354,Viera Wetlands,https://www.singletracks.com/bike-trails/viera-wetlands/,3.0,"This is a flat gravel road. The outer loop is 2 miles long and the inner loop is 1 mile. Combined they make a 5k (3.1 mile) loop. There is nothing challenging, but there are many birds, turtles, frogs, snakes, and alligators to see in the wetlands.",Take Wickham Road north up to the Water treatment facility. The entrance is between The facility and the remainder of Wickham Road.,Viera,Florida,United States,28.22841,-80.75984,Easiest,Restrooms,3.0,https://images.singletracks.com/blog/wp-content/uploads/2019/04/mobile-1554656800-orig.jpg
3,288263,Wickham Trails,https://www.singletracks.com/bike-trails/wickham-trails/,8.0,alot of things to climb and even some big jumps just go out there and have some fun.DON`T FORGET YOU`RE CAMEL BACK YOU MIGHT GET LOST!!!!!!!!!!,Go off I-95 at the suntree exit.Drive until you pass a school that looks like a factory and turn left at the stop light (post road).Go to the first stop light and turn right like you are going to go to the other school near there but keep going strait.You are going to go into a big parking lot and look off to the left and you will see a big pavillion.Park near there and you will see a gate just ride through the bike path and you will ride down a trail and end up in a park just look around for trail entrances and you`ll be there all day,Melbourne,Florida,United States,28.16353,-80.65955,Beginner,,3.0,https://images.singletracks.com/blog/wp-content/uploads/2002/12/172-1221453517-orig.jpg
4,285852,Hal Scott Preserve / Econlockhatchee River,https://www.singletracks.com/bike-trails/econlockhatchee-river-the-hal-scott-preserve/,15.0,"Terrain: Flat pine woods and oak hammocks.  No real bicycle trails but the doubletrack roads are firm and rideable.  No hunting allowed.

The Hal Scott Preserve consists of 4600 acres bisected by the Econlockhatchee River.  There are approximately 15 miles of good fireroads to explore. Cross the Econlockhatchee on the bridge at Curry's Ford, by wading across wherever it is shallow, or by attempting to make your bike swim!  If you're into bird watching I hear it's good (with kites, ospreys, bald eagles and more ""swimming in the sky"").","Take SR 50 East from Orlando to SR 520.  Continue 1 mile on 520 to the Wedgefield subdivision and turn right on Maxim Parkway.  Turn left on Bancroft, right on Meredith and left on Dallas.  The Hal Scott Preserve will be on the right after the power lines.",Orlando,Florida,United States,28.48636,-81.09580,Easiest,,2.71,https://images.singletracks.com/blog/wp-content/uploads/2015/10/imagejpeg97417-orig-scaled.jpg
5,274379,Ulumay Sanctuary,https://www.singletracks.com/bike-trails/ulumay-sanctuary/,6.0,"There used to be some single track on the last mile of the west trail, but it's now only a long fire road. The east trail is shorter, but at the end (1.55 miles) there is a rough single track that leads to a residential neighborhood. This is not a challenging trail, but there is plenty of wildlife and a good way to get some miles in.",The main trailhead is on the west side of Old Audubon Road in Merritt Island. Just off of Sykes Creek Pkwy.,Merritt Island,Florida,United States,28.40320,-80.66256,,,0.0,

,id,name,url,length,description,directions,city,region,country,lat,lon,difficulty,features,rating,thumbnail
0,277912,Thetford Academy Flow Trail,https://www.singletracks.com/bike-trails/thetford-academy-flow-trail/,1.0,"Opened to the public October 12, 2019.",See map.,Thetford,Vermont,United States,43.81476,-72.22929,,,0.0,
1,285223,Hunt Mountain Trails,https://www.singletracks.com/bike-trails/hunt-mountain-trails/,4.0,Option 2 is your best bet for fast flowy downhill with huge bumps that you can catch air nice rock drops  pictures coming soon,"from interstate 91 get off at exit 18 and turn right on bimson road, then turn left on monroe road over the bridge into new hampshire, then turn right on route 135 until u come to the town. when the road splits veer left on plains road. then drive to the top of the hill till the road turns to gravel (note: you might need a 4wd vehicle this is a class 3 road) take a left up the mountain till you reach the summit and the powerlines. you can park here and ride off to the left and follow the road you might have to walk the first hill its incredibly steep. then you have 4 options:<br />
<br />
1. follow the powerlines the whole way down to coppermine road, lots of good rock drops and nice climbs and when you get to the road take  a left and follow the road the whole way till you get back to plains road and take a left back up the mountain.<br />
 <br />
2. follow the powerlines until you see a maked trail off to the left that desends down extremely good downhill then follow the trail makers down to plains road.<br />
<br />
3.  follow the powerlines and veer right onto a nice trail to the woods and follow it till you get back to the powerlines and down to coppermine nice twisty fire road very fast.<br />
<br />
4. this connects with option 2 but its all flat for the first time follow the powerlines until you see the 2nd marked trail on the left and follow it down.",Monroe,New Hampshire,United States,44.28819,-72.01227,Advanced,,3.33,
2,287766,Tucker's Trail,https://www.singletracks.com/bike-trails/tuckers-trail/,9.0,"Tucker's trail will be enjoyable to all single track riders, beginners will have to walk parts of it, experts will be totally entertained.  The views are spectacular, and the forest is beautiful.  In addition to this trail there are over 50 miles of interconnecting single track, and then hundreds of miles of double track","I-93, exit 38, go through blinking light to Harvard St, go to end of road, trail starts at Fox Hill Park.  Head up fairly steep hill, about 200 vertical feet, at about 100 feet past the height of land there is a junction, go either way, because it's a loop.  Remember to turn the opposite way you chose when coming upon other junctions otherwise you won't come back to the starting point.  When you get to a cul de sac, just continue across, the trail continues on the other side.  Enjoy volkswagon rock!",Franconia,New Hampshire,United States,44.22368,-71.74132,Expert,,4.0,https://images.singletracks.com/blog/wp-content/uploads/2014/05/mobile-1399857678-orig.jpg
3,282228,Franconia Recreational Trail,https://www.singletracks.com/bike-trails/franconia-recreational-trail-6406/,20.0,"The Franconia Notch State Park Recreational Trail is a paved trail that parallels Franconia Notch State Parkway, and the scenic pemigewasset brook. The 20 mile round trip brings riders within easy reach of park <br />
Attractions including the Flume Gorge, the Old Man of the Mountain Profile, Profile Lake, Boise Rock, the Basin, Cannon Mountain Aerial Tramway and Echo Lake. There's no fee for the use of the bike path. The Path Starts at the Flume parking lot, and ends just north of Cannon Mountain.","9 Franconia Notch Pkwy, Franconia, NH",Franconia,New Hampshire,United States,44.09688,-71.68214,Easiest,,3.67,https://images.singletracks.com/blog/wp-content/uploads/2013/05/424580_10151051284270098_371361972_n-0-orig.jpg
4,282402,Ricker Pond State Park,https://www.singletracks.com/bike-trails/ricker-pond-state-park/,15.0,Groton Forest offers excellent mountain biking.,"From Groton: Go 2 mi. W on U.S. 302, then 2-1/2 mi. NW on VT 232.",Groton,Vermont,United States,44.24361,-72.24925,,,0.0,
5,279693,Storrs Pond Recreation Area,https://www.singletracks.com/bike-trails/storrs-pond-recreation-area/,5.0,Great mountain bike trails.,NH,Hanover,New Hampshire,United States,43.72290,-72.26257,,,0.0,
6,284910,Fox Park,https://www.singletracks.com/bike-trails/fox-park/,10.0,"Let me start off by saying I wish someone would GPS this trail.  You can get lost in Fox Park quite easily (I do all the time), so give yourself a big window of time.  Also, please don't pay too much attention to the trail length I gave.  I honestly can't tell you how far back this goes.  <br />
<br />
This place has a good bit of variety, but it is mostly rocky/root-y single track that you'll be crawling up or flying down.  There are some features mixed into the trails.  A large 15+ foot log with the top hacked flat crosses a stream, a rather arbitrary boardwalk which reaches about 10 feet tall x 30 feet long you can ride down through the pine trees, and a dirt jump section which includes a few smaller jumps, an inclined log, some random log I think you're supposed to hop onto, and the coolest thing, a 3 foot high jump which throws you onto a steep decline at the bottom of which begins a 20 foot boardwalk/ramp that ends with a 6 - 7 foot gap.  I ate dirt my first and only time, and my shin's still numb from where I banged it on the ground.  So, Fox Park definitely has some cool stuff and it needs to really be explored!  A lot of stream crossings could be cause for some more bridges, because I find myself walking across more than riding through.<br />
<br />
The best strategy, I think, is to climb to the highest point you can, which inevitably leads to the dirt jump section ... maybe.  Honestly, someone needs to map that place.  It's also a place where some swamp walks could be a huuuuuuuuuuge benefit.  Anybody looking to develop a trail, check out Fox Park!","From I-93 North or South, take exit 25 and turn right.  Once you hit the traffic circle, take the third exit and drive through town.  The road will fork right after the post office, and so you want to continue right.  Watch out for college students and pedestrians!  Go up the hill, past the bank, and take a left at the blinking yellow light onto Langdon St.  Continue through a four-way stop, and you want to take a right following the funeral home.  The Fox Park parking lot is on your left.  There are a few entrances to the trail, but the best way I think is to ride your bike past the playground and pavilion.  Should be one trailhead that starts there.",Plymouth,New Hampshire,United States,43.75234,-71.69273,Advanced,,3.0,https://images.singletracks.com/blog/wp-content/uploads/2010/04/Fox-Park-0-orig.jpg
7,284906,Gyro,https://www.singletracks.com/bike-trails/gyro/,2.0,"Alright, so the first trail on the right leads to this small dirt bowl with some smaller jumps (big enough for me) where you can have some fun.  In the middle of the bowl, if you take a left, you'll hit some of the fastest single track in the Gyro, which has wider turns, is mostly flat, and with some nice dips here and there.  Also a  long 2 x 4 that clears a gap you can skip if you're not comfortable with it.  Follow the track and it will come out close to the river (this is also where one of the other trails connects, so be on the lookout for other bikers).  Take the track along the lake and continue on (you'll see some smaller dirt jumps), ride over the see-saw, and you'll be out of the system and amidst some small houses.  You're back out on the road.  Take a right, and you can go back to the gas station.<br />
<br />
The second trailhead on the right begins the twistier single track where you'll have to watch your handlebars and weasel through some tighter spots.  This track is the longest, goes all over the place, comes out close to the river, but then turns back into the woods.  The trail will pass through a clearing and end up where that first trail comes out.  You can either continue on toward the river and finish out on the road, or you can turn on the faster single track and end your trip with the dirt bowl and come back out on the dirt service road. The trail on the left is not very twisty, it's quite short (fun too), and will pass by an impressive BMX/DJ section, before coming out in the parking lot of the first gas station you had earlier passed.  Try to turn it all into a big loop! <br />
<br />
Optional: If you want, keep taking that dirt service road back, go over an old bridge with holes in it, and into a field.  Best in the springtime when the grass is lower, but still very Little House on the Prairie any time of year.  If you see ATV/bike tracks, follow them and watch out for animal dwellings.  This leads (hopefully) to gravel road that you climb to a paved road.  Take a left, go down the road, take another left onto the next road (175), and ride back into Plymouth.  ","This one's super easy.  On I-93, North or South, take exit 25 and turn right.  You'll pass by two gas stations on your left.  Across from the second gas station is the road that leads to Plymouth State's gym parking lot, in which there is a guest section (no overnight parking).  Get on your bike, get back to the main road, and cross over to the gas station.  Take a left, see the service road between the two gas stations, and get on it.  Keep on going and you'll see a trail on the right ... then a trail on the left, then another trail on the right.  ",Plymouth,New Hampshire,United States,43.75829,-71.68346,Beginner,,4.33,https://images.singletracks.com/blog/wp-content/uploads/2011/07/1287-0-orig.jpg
8,279699,XC Ski Loop,https://www.singletracks.com/bike-trails/xc-ski-loop/,4.0,"Around the uphill XC Ski loop, to screamin downhill, back on unknown trails, connecting to frankensteins folly and back to parking lot","Oak Hill or Storr's Pond Recreation Center in Hanover, NH",Hanover,New Hampshire,United States,43.72290,-72.26257,,,0.0,
9,279698,Double Track,https://www.singletracks.com/bike-trails/double-track/,1.0,out and back,up from parking lot on obvious road,Hanover,New Hampshire,United States,43.72254,-72.26280,,,0.0,
10,282401,Stillwater State Park,https://www.singletracks.com/bike-trails/stillwater-state-park/,20.0,Designated multi-use trails.,"From Groton: Go 2 mi. W on U.S. 302, then 6 mi. NW on Vt. 232, then 1/2 mi. E on Boulder Beach Rd.",Groton,Vermont,United States,44.27989,-72.27430,,,0.0,
11,282411,Boulder Beach State Park,https://www.singletracks.com/bike-trails/boulder-beach-state-park/,14.0,Great mountain biking area.,"From Groton: Go 2 mi. W on U.S. 302, then 6 mi. NW on VT 232, then 2 mi. E on Boulder Beach Rd.",Groton,Vermont,United States,44.27989,-72.27430,,,0.0,
12,282416,Big Deer State Park,https://www.singletracks.com/bike-trails/big-deer-state-park/,13.0,Good riding in this park.,"From Groton: Go 2 mi. W on U.S. 302, then 6 mi. NW on VT 232, then 1-1/2 mi. E on Boulder Beach Rd.",Groton,Vermont,United States,44.28926,-72.26797,,,0.0,
13,271888,Blue Ribbon trail,https://www.singletracks.com/bike-trails/blue-ribbon-trail/,16.0,Ride up to the fire tower. Then descend the ridge trail. Ride down to the Sector 5 trails or exit to the road.,Gile mountain parking lot.,Norwich,Vermont,United States,43.72483,-72.31478,,,0.0,
14,274741,Parker Mountain / Gardner,https://www.singletracks.com/bike-trails/gardner/,6.0,This trail is a beautiful beast that is as techy as tech gets.  You will come away a better mountain biker.,Top of School Street,Littleton,New Hampshire,United States,44.31444,-71.77048,Intermediate,Fat biking allowed in winter,5.0,
15,286415,Moore Dam,https://www.singletracks.com/bike-trails/moore-dam/,3.0,"The trail is suited for most all abilities. It will chanllange advanced and expert riders and be a great variety of terrain for all abilities. There are nice rolling sections for beginers, mild climbs, stream and ditch crossings, on many different bridge types. The trail goes from smooth to rooty and technical, back to smooth and very twisty.  Great challange for all.",Take I93 to exit  43  and then take a left (from either north or south bound) off the exit ramp. Continue on Rt 135 north for about 500 ft - 1000 ft. and take left onto Old waterford road. Continue to the end of road about 1 mile and park in the upper lot of the boat launch area. You will see signs for the trail on the left side of the lot. ,Littleton,New Hampshire,United States,44.33982,-71.83698,Intermediate,,4.25,https://images.singletracks.com/blog/wp-content/uploads/2017/12/C49A5E0D-D9AD-438B-919C-A5254F84E5CFjpeg-orig-scaled.jpg
16,282410,Kettle Pond State Park,https://www.singletracks.com/bike-trails/kettle-pond-state-park/,13.0,Great mountain biking.,"From I-91N (Exit 17): Take a left onto US-302 west, go 8.7 miles.  Turn right onto VT-232N. Travel 7.5 miles and Kettle Pond is on the left.",Groton,Vermont,United States,44.29373,-72.30768,,,0.0,
17,279696,Boston Lot,https://www.singletracks.com/bike-trails/boston-lot/,30.0,"This trail system consists of many small trails that connect. It can be confusing to navagate, so be sure you have a map on paper or your phone ( paper maps an advice on what trails to take ar available at Mason Racing Cycles in Lebanon). There is a few miles of beginer trails with a small skill park. Once you get further from the trail head, the trails get harder. There is lots of clasic New England gnar, a few drops and jumps, and some steep rock rolls.","From the town of Lebanon, drive east down Mascoma st. Right after crossing the highway you turn right at Top Stitch Embroidery, the trail head is down the dirt road next to it, and is behind a bunch of piles of dirt and gravel.",Lebanon,New Hampshire,United States,43.67224,-72.26831,Advanced,,4.75,
18,282403,New Discovery State Park,https://www.singletracks.com/bike-trails/new-discovery-state-park/,15.0,Great rides in Groton Forest.,"From Groton: Go 2 mi. W on U.S. 302, then 9-1/2 mi. NW on VT 232",Marshfield,Vermont,United States,44.32040,-72.29030,,,0.0,
19,283155,Pain In The N.E.K. 2012,https://www.singletracks.com/?post_type=bike-trails&p=283155,50.0,"Hard packed dirt roads, double track, empasis on stepness","Start in Danville, Vt.   Find the steepest fkn dirt roads and dont stop.",Danville,Vermont,United States,44.40948,-72.13980,,,0.0,
20,279692,Eastman Pond,https://www.singletracks.com/bike-trails/eastman-pond/,4.0,Great mountain bike trails on the shores of Eastman Pond.,NH,Hanover,New Hampshire,United States,43.52735,-72.12490,,,0.0,https://images.singletracks.com/blog/wp-content/uploads/2017/05/IMG_0038-orig-scaled.jpg
21,279697,West Side,https://www.singletracks.com/bike-trails/west-side/,4.0,"rocky, relatively flat","from west cove, out doubletrack along west edge of lake",Grantham,New Hampshire,United States,43.52735,-72.12490,,,0.0,
22,276319,Switchback,https://www.singletracks.com/bike-trails/switchback-11989/,6.0,Small network of fun and pretty flowy trails.,Plainfield elementary school,Plainfield,New Hampshire,United States,43.54328,-72.26738,Advanced,Fat biking allowed in winter,3.5,
23,281459,Page Hill,https://www.singletracks.com/bike-trails/page-hill/,8.0,"These are Mountain bike trails developed by the Central NH NEMBA chapter. Check out this map on their website (http://www.cnhnemba.org/2012/12/updated-map-for-page-hill.html)<br />
<br />
Starting at the parking lot follow a short trail into the woods and then you can turn left or right. I suggest taking a left onto Bear Claw, ride it to Hard Hat. That gets you to an access road which will run under power lines for a while. Don't miss the left onto ""The Dude Abides"". That's an awesome trail with lots of rocky sections, some natural and some man made. <br />
After the Dude decent via Spring which can be quite a bit muddy as I found out. <br />
When you get back to the power lines take a right (the left won't get you very far) and keep riding this access road to Hydra. The access road is a fast ride over exposed rock. Hydra will be your trail back to Bear Claw and the parking lot. It's easy to miss so keep your eyes open. If you go too far you'll be back where Hard Hat comes out.","The trail head for the Page Hill Trails is on Murray Hill Rd in Hill, NH. From Bristol center take 3A south for about 5.2 miles and turn right onto Murray Hill Rd. From Franklin take 3A north for about 7.8 miles and turn left onto Murray Hill Rd. The trailhead is marked by ""Page Hill Trails"" sign after about 2.5 miles.",Hill,New Hampshire,United States,43.53301,-71.76741,Intermediate,,4.4,https://images.singletracks.com/blog/wp-content/uploads/2018/07/20180711_141031-orig.jpg

,id,name,url,length,description,directions,city,region,country,lat,lon,difficulty,features,rating,thumbnail
0,279180,Evans Creek ORV Area,https://www.singletracks.com/bike-trails/evans-creek-orv-area/,40.0,Evans Creek Trailhead provides access to 40 miles of combined four-wheel drive and motorcycle/quad trails of varying difficulty.,"The Evans Creek ORV Area is located 25 miles South of Enumclaw. To reach it, follow State highway 410 four miles west to Buckley. Turn left onto State Highway 165 toward Wilkeson and Carbonado. The entrance to the ORV area is on the left side of the road.",Wilkeson,Washington,United States,46.93738,-121.93714,,,0.0,
1,439619,Carbon River Road,https://www.singletracks.com/bike-trails/carbon-river-road/,5,"After 2006, the National Park Service closed the portion of the Carbon River Road within Mount Rainier National Park to motorize vehicles. Bicycles and hikers are still allowed to use it.",See map.,Carbonado,Washington,United States,46.99496,-121.91550,,,0.0,
2,439632,Carbon River Road,https://www.singletracks.com/bike-trails/carbon-river-road-2/,5,Carbon River Road is a 5 mile section of road that was closed the motorized vehicles in 2006. Bicycles and hikers are more than welcome to use it.,See map.,Carbonado,,,46.99496,-121.91550,,,0.0,
3,279179,Frog Mountain / Trail #1180,https://www.singletracks.com/bike-trails/frog-mountain-trail-1180/,3.0,"This moderate 3.1 mile hike, mountain bike, motor bike or horseback ride begins at Martin Gap at 4,200 foot elevation. Take off on the right side (north) of the road and climb up one mile to Frog Mountain at 5,236 feet. One of the best views of Mt. Rainier is on the climb up to the summit. From Frog Mountain the trail passes through clear-cuts and old-growth forest as youdescend to FS road 74. source: fs.usda.gov","Drive east on State Highway 410 from Enumclaw 21.8 miles to West Fork Road #74. Turn right (south) onto Road #74 and follow it 15.4 miles to the end of road. The trailhead is on the left at the entrance of the parking lot.<br />
There are 30 parking spaces at Martin Gap.",Enumclaw,Washington,United States,47.04518,-121.75497,,Drinking water,0.0,
4,287666,White River Tree Fram,https://www.singletracks.com/bike-trails/white-river-tree-fram/,12.0,"Great place lotts of trails things for beginners to Freeriders. witch out for motercycles lots of loging roads and single track. Have fun. 
LONG LIVE OFF ROAD","go to Enumclaw on Hwy 410 to Bonney Lake, Witch for 214th Ave. East turn right(Safeway on the right), go about 1.5 miles to turn right on 120th street east(fire station at the light you turn right at), go tell you get to 198th ave east. Turn left drive about .7 mile to the Hill side christmas tree farm. Park in the dirt parking lot on th right.",Bonney Lake,Washington,United States,47.13745,-122.16722,Beginner,,1.0,
5,272968,Bud Blancher trail,https://www.singletracks.com/?post_type=bike-trails&p=272968,1.5,Gravel surface.  Repurposed rail bed.,Access from Bud Blancher trailhead in Eatonville. Joins up with Charles Lathrop Pack Forest trail network.,Eatonville,Washington,United States,46.86410,-122.25785,,Fat biking allowed in winter,0.0,
6,272969,Bud Blancher trail,https://www.singletracks.com/bike-trails/bud-blancher-trail/,3.0,Gravel surface.  Repurposed rail bed.,Access from Bud Blancher trailhead in Eatonville.  Joins up with Charles Lathrop Pack Forest trail network.,Eatonville,Washington,United States,46.86410,-122.25785,,Fat biking allowed in winter,0.0,
7,286025,Victor Falls,https://www.singletracks.com/bike-trails/victor-falls/,8.0,"From the parking area, pedal away from 198th Avenue, up a dirt road known as the Main Access Road. At 0.2 miles, pass around a gate. Almost immediately, reach a 4-way and turn left onto a wide trail known as Elevator. Right away it narrows and ascends steeply. Stay on the main trail as you climb, ignoring two trails on the right. The trail crests and seems to end at a dirt road, 0.8 mile. Across the road on the right, though, the trail continues. From here, the trail, known as Route 66, winds then drops. Pass straight through a 4-way at 1.0 mile. At 1.2 miles, reach a T and turn left. At 1.4 miles, reach another T and turn right. Descend and then wind around a swale of low brush that contains the hulk of a white truck. Arrive at a T at 1.8 miles, and turn left. The trail ends at 198th Avenue at 1.9 miles - turn right and ride alongside the paved road. 

At 2.1 miles, find a singletrack that exits the road on the right and take it. The trail winds and twists. Ride straight through a 4-way at 2.4 miles. When the trail divides, 2.7 miles, stay to the right. Pedal straight through another 4-way at 2.9 miles. Reach a gravel road at 3.2 miles - hop on the slightly technical singletrack that continues on the opposite side. When the trail forks, bear right. Reach a T at a narrow road, 3.3 miles, and go right, descending. At 3.6 miles, reach a T and turn right. The narrow road forks at 3.7 miles - bear left. At 3.8 miles, immediately before reaching a T, turn right on a singletrack. Whoa - this is an easy turn to miss. 

The trail, narrow and winding, heads north and is at times brushy and overgrown, as blackberry vines lunge at unprotected skin and spiders, web and all, catch rides on the first bike through. After some good pedaling unmolested by a dividing trail, you\'ll reach a wide dirt road, 4.3 miles. The singletrack begins again on the opposite side of the road after a short jog to the right. At 4.4 miles, ride straight through a 4-way. Stay on the main trail, known as Mustang, as it sweeps back and forth, in and out of the trees, then finally out again. Ignore a trail back on the right at 5.5 miles. Just beyond, the trail splits again and this time bear right.

From here, still out in the open of a clearcut, the singletrack gradually widens. Reach a 4-way of dirt roads at 5.7 miles and proceed straight ahead. At 5.9 miles, arrive at a complicated 4-way intersection at a major gravel road - turn right onto the wide gravel road, ignoring the lesser cut-off road immediately prior on your right. Ride toward a conspicuous stand of trees about one quarter-mile ahead. When the road forks at 6.0 miles, bear right. Ignore a lesser road on the left at 6.1 miles. Bear left at the fork at 6.2 miles. Just when you\'ve had enough of the road riding, find a singletrack on the right, 6.4 miles, that enters that conspicuous stand of trees. This trail is called Cut Your Bars, although after years of use it\'s not quite that technical anymore. 

At 6.7 miles, the trail pops out at a 4-way (three roads, plus your trail). Turn right on the road. When the road forks at 6.9 miles, go left on a narrow dirt road. Ignore a tasty looking singletrack on the right at 7.0 miles. But at 7.1 miles, find another singletrack and turn right. This small area, often referred to as Snickers, bound by the narrow road behind and the Access Road ahead, contains a maze of fun, zippy trails - and a few tours through the maze are well worth your while. At 7.2 miles, reach a fork and bear left. At 7.3 miles, reach a fork and go right. Bear right again at the next fork, then drop down to reach Access Road at 7.5 miles, then turn left. When you arrive at the 4-way, 7.6 miles, you\'ve connected the loop. Go straight through the 4-way, around the gate, and glide back to the parking area at the Christmas tree farm, 7.8 miles. 

Directions: From Bellevue, take Interstate 405 south to Exit 2 in Tukwila. Then head south on Highway 167 toward Puyallup. Take the Highway 410 Exit toward Yakima, and drive east just over 5.5 miles to Bonney Lake. Turn right on South Prairie Road E., and set your odometer to zero. At 1.5 miles, turn right on 214th Avenue E. At 2.4 miles, turn right on 120th Street E. Reach a T at 3.2 miles, and turn left onto 198th Avenue E. At 3.7 miles, find Hillside Farms Christmas Trees on the right. Show some mountain bike courtesy: Don\'t litter or relieve yourself in the parking lot.

"," The huge parcel of land south of Highway 410, bounded by the Puyallup River to the west, the Carbon River to the south, and 198th Avenue E. to the east, commonly known as Victor Falls, is one of the premier mountain bike spots in the south Puget Sound region, and it's all private property.   
A phenomenal number of trails and dirt roads, ranging from easy to technical, crisscross the site, making for excellent exploring. If you want to get lost, this is the place to ride. This loop functions as an excellent introduction to Victor Falls. If you can find it, check out Jim Hendricks' map of the area, which remains remarkably accurate despite logging and some blocks of new houses. Of course more new houses are slated for this area, and logging (in advance of development) may obliterate or re-route even more trails. So be prepared for changes. It must be noted that for years our heroes at Hillside Farms Christmas Trees have allowed mountain bikers to park in the lot from January through the end of October. Don't trash the parking area! Please respect the closure dates so they can sell trees - and they'd sure like it if you bought your Christmas tree there. It should also be noted that the landowner tolerates non-motorized use; be a good citizen out on the trails so we can keep it that way. 
",Bonney Lake,Washington,United States,47.17688,-122.18616,Beginner,,2.5,https://images.singletracks.com/blog/wp-content/uploads/2015/09/image74520-orig-scaled.jpg
8,282632,Summit Ridge,https://www.singletracks.com/bike-trails/summit-ridge/,10.0,"Once parked, just go on the fireroad across the road and keep taking it back until you see a network of trails with a walk up.","Address of where to park to get to the trails:<br />
30700 3rd Ave. Black Diamond WA 98010",Black Diamond,Washington,United States,47.32591,-122.00833,Easiest,,3.0,https://images.singletracks.com/blog/wp-content/uploads/2015/09/image21327-orig-scaled.jpg
9,286026,Foothills Trail,https://www.singletracks.com/bike-trails/foothills-trail-orting/,13.0,"All paved trails. Very few small hills, not steep hills, easy to ride up the hills. Lots of natures, few restrooms, alots of resting spots with benches.","Directions: NW Newberry Hill Road, Silverdale - Main Entrance is at the SE corner of NW Newberry Hill Road and Tieton Place NW at the Klahowya Secondary School. The South Gate is located at the NE corner of Seabeck Hwy NW and NW Holly Road

NOTE: Please do not use Klahowya Secondary School parking lot during school hours.  This lot is available during non-school hours for visitors to Newberry Hill Heritage Park. Parking is available on the entrance road to Klahowya Secondary School.",Bremerton,Washington,United States,47.18480,-122.25051,Beginner,,2.0,https://images.singletracks.com/blog/wp-content/uploads/2014/05/mobile-1400194863-orig.jpg
10,500494,Osborne Mountain Trail #250,https://www.singletracks.com/bike-trails/osborne-mountain-trail-250/,5.45,Osborne Mountain Trail #250 is a 5.45 mile mountain bike trail. OHV riders are allowed on this trail as well.,See map.,Ashford,Washington,United States,46.73434,-121.97027,,,0.0,
11,284493,Clarks Creek Park,https://www.singletracks.com/bike-trails/clarks-creek-park/,6.0,"Two main loops that are at the top.  Both loops are fairly easy with just a <br />
couple difficult inclines and a couple obstacles.  ","From Clarks Creek Park Parking<br />
Follow the fire road grade up from the tennis courts past the small shack. <br />
(If you parked in the south parking lot the shack will be right in front of <br />
you). This doubletrack turns to singletrack with a steep grade up the hill. At <br />
the top are a few loops to ride. There are a couple of mini bridges that drop <br />
to flat up by the school.<br />
<br />
From Fruitland Elementary<br />
Park in the parking lot. Head behind the school. The forest on the backside <br />
of the playfields has the trails. If you go between the portables and enter <br />
the forest you'll find the southern loop right through the trees.",Puyallup,Washington,United States,47.18446,-122.32075,Intermediate,Night riding allowed,3.42,https://images.singletracks.com/blog/wp-content/uploads/2015/03/mobile-1426984408-orig.jpg
12,279178,Grass Mountain / Trail #1170,https://www.singletracks.com/bike-trails/grass-mountain-trail-1170/,6.0,Grass Mountain Trail takes you along ridges of subalpine timber to an open meadow and Mule Springs. Start riding at a junction 3.3 miles down the Christoff Trail 1171. Follow the trail junction west to Grass Mountain. The east route will take you to the Divide Trail 1172. The trail can be primitive and hard to follow. source: fs.usda.gov,"Drive east on State Highway 410, 18 miles to Slippery Creek Road #7125. Follow Road #7125 for 0.2 mile to spur road on right. Follow Road #7125 for 0.2 mile to spur road on right. This spur road is gated with a sign that says ""No Motorized Vehicles."" Follow this road for 1.0 mile to the Christoff Trailhead sign on left.<br />
There is parking for 4 vehicles on road shoulder at the Christoff Trailhead.<br />
Follow the Christoff Trail #1171 for 3.3 miles to junction with Grass Mountain Trail (west) and Divide Trail #1172 (east).",Enumclaw,Washington,United States,47.16101,-121.64461,,,0.0,
13,501838,Teeley Creek Trail #251,https://www.singletracks.com/bike-trails/teeley-creek-trail-251/,4.54,Teeley Creek Trail #251 is a 4.54 mile mountain bike trail.,See map.,Ashford,Washington,United States,46.70497,-121.93187,,,0.0,
14,285659,Lake Sawyer,https://www.singletracks.com/bike-trails/lake-sawyer/,15.0,"This is another web of trails. There are some ladder bridges, drops and other freeride obstacles and plenty of tight and twisty singletrack. No long hard climbs but there are a few steep climbs just as you come around a sharp corners covered in roots.","From Renton take HWY 169 (The Maple Vallye Highway) East towards Black Diamond. After passing through Four Corners look for some power lines. Pass under thoses and then start looking for pull outs to the right. There are several options. You can also turn right onto 288th and park in the small area directly to the left. 
",Black Diamond,Washington,United States,47.32990,-122.01023,Beginner,Night riding allowed,4.33,https://images.singletracks.com/blog/wp-content/uploads/2016/03/photo4-orig.jpg
